Name,Artist,Times
Adel,15531,1388
Adel,3081,2168
Adel,12792,1232
Adel,14530,2646
Adel,-1,2567
Adel,-1,1477
Adel,14027,2850
Adel,2070,3162
Adel,11041,1558
Adelaide,2955,1256
Adelaide,13304,3817
Adelaide,14065,101
Adelaide,14321,621
Adelaide,991,3271
Adelaide,17155,3490
Adelaide,6888,1586
Adelaide,609,3168
Adelaide,15519,2448
Adelaide,2389,44
Adelaide,-1,2503
Adelaide,-1,3477
Adelaide,15030,443
Adelaide,11847,2891
Adelaide,5090,102
Adelaide,17807,550
Adeline,18082,781
Adeline,199,183
Adeline,977,352
Adeline,2415,101
Adeline,56,203
Adeline,10849,243
Adeline,2774,739
Adeline,3364,424
Adeline,6108,985
Adeline,88,367
Adeline,10846,510
Adeline,1950,240
Adeline,851,206
Adeline,1216,156
Adeline,10848,246
Adeline,222,270
Adeline,1947,122
Adeline,533,128
Adeline,1957,667
Adeline,163,110
Adeline,859,341
Adeline,154,514
Adeline,1219,455
Adeline,5205,152
Adeline,612,158
Adeline,227,476
Adeline,1976,150
Adeline,857,247
Adeline,3299,144
Adeline,416,451
Adeline,10847,261
Adeline,735,118
Adeline,424,88
Adeline,1240,98
Adeline,197,315
Adeline,6729,168
Adeline,629,290
Adeline,14030,478
Adeline,5605,590
Adella,5423,162
Adella,755,40
Adella,1423,82
Adella,854,73
Adella,7379,81
Adella,205,30
Adella,1491,47
Adella,977,81
Adella,879,34
Adella,-1,68
Adella,16634,151
Adella,949,34
Adella,4092,44
Adella,-1,141
Adella,7382,36
Adella,2473,133
Adella,7387,33
Adella,6048,80
Adella,7383,50
Adella,7380,62
Adella,7386,31
Adella,13073,136
Adella,11769,177
Adella,7381,58
Adella,14053,0
Adella,7377,129
Adella,7384,42
Adella,13035,108
Adella,2493,105
Adella,2542,49
Adella,234,136
Adella,614,129
Adella,4243,54
Adella,7374,172
Adella,226,32
Adella,154,124
Adella,220,47
Adella,7378,71
Adella,7388,24
Adella,1274,48
Adella,7375,186
Adella,418,60
Adella,7376,109
Adella,1504,104
Adella,860,24
Adella,7385,41
Adella,882,51
Adella,1426,57
Adella,6041,142
Adella,964,52
Adella,7389,36
Adella,2585,28
Adella,15092,171
Adelle,-1,5886
Adelle,17748,284
Adelle,199,1072
Adelle,1672,310
Adelle,2625,783
Adelle,11222,3933
Adelle,210,902
Adelle,10340,1574
Adelle,17752,330
Adelle,17746,653
Adelle,1576,9400
Adelle,217,1412
Adelle,730,230
Adelle,615,5112
Adelle,8016,336
Adelle,1090,662
Adelle,2309,10384
Adelle,2422,894
Adelle,683,880
Adelle,6539,642
Adelle,8163,10035
Adelle,11442,339
Adelle,1632,3780
Adelle,17747,493
Adelle,3341,1584
Adelle,2121,1155
Adelle,10528,474
Adelle,2622,327
Adelle,13346,990
Adelle,959,242
Adelle,434,358
Adelle,2407,2954
Adelle,17749,315
Adelle,6836,11291
Adelle,11737,7443
Adelle,8210,1545
Adelle,229,1155
Adelle,3712,474
Adelle,2424,2774
Adelle,3258,188
Adelle,4223,347
Adelle,424,2236
Adelle,4199,860
Adelle,419,637
Adelle,4369,1869
Adelle,4079,6398
Adelle,17745,680
Adelle,17751,228
Adelle,629,257
Adelle,2117,6225
Adena,16495,2165
Adena,-1,1970
Adena,11037,833
Adena,12294,626
Adena,-1,1102
Adena,-1,1279
Adena,16881,2049
Adena,-1,141
Adena,6054,73
Adena,-1,1189
Adena,936,1399
Adena,1896,243
Adena,13169,249
Adena,18389,499
Adena,3296,1431
Adena,1030,0
Adena,17285,510
Adena,9819,655
Adena,14151,943
Adey,12,2322
Adey,-1,3673
Adey,13630,881
Adey,10340,1498
Adey,-1,2208
Adey,14188,3590
Adey,6701,3241
Adey,-1,568
Adey,-1,673
Adey,4076,260
Adey,-1,1595
Adey,-1,1340
Adey,4515,1173
Adey,7119,2800
Adey,11068,3715
Adey,7207,1116
Adey,851,3041
Adey,287,37
Adey,3698,3647
Adey,5138,1712
Adey,7942,1831
Adey,959,2609
Adey,3937,3338
Adey,1296,2338
Adey,3330,104
Adey,-1,999
Adey,5908,2931
Adey,6458,900
Adey,10749,3207
Adey,-1,1620
Adey,-1,572
Adey,412,78
Adey,12187,739
Adora,-1,43
Adora,1464,40
Adora,316,30
Adora,2571,0
Adora,16761,26
Adora,2553,40
Adora,295,32
Adora,2568,0
Adora,2551,46
Adora,2560,0
Adora,289,0
Adora,2552,40
Adora,1820,0
Adora,2565,0
Adora,2563,0
Adora,2554,38
Adora,13509,22
Adora,2183,0
Adora,68,35
Adora,215,0
Adora,1556,0
Adora,2561,0
Adora,2559,0
Adora,67,63
Adora,538,0
Adora,14675,0
Adora,966,37
Adora,2566,0
Adora,220,0
Adora,2564,0
Adora,288,0
Adora,14393,42
Adora,952,0
Adora,2570,0
Adora,6391,0
Adora,2556,27
Adora,349,35
Adora,2557,0
Adora,999,36
Adora,1076,0
Adora,12135,67
Adora,16910,0
Adoree,706,490
Adoree,8268,382
Adoree,3482,67
Adoree,1369,71
Adoree,3474,75
Adoree,3473,106
Adoree,1372,769
Adoree,1810,118
Adoree,712,85
Adoree,2973,73
Adoree,928,62
Adoree,917,202
Adoree,607,66
Adoree,1639,74
Adoree,2343,130
Adoree,300,312
Adoree,466,65
Adoree,228,563
Adoree,3480,81
Adoree,1412,536
Adoree,3472,156
Adoree,918,573
Adoree,1360,62
Adoree,630,107
Adoree,959,128
Adoree,3471,155
Adoree,3470,312
Adoree,1513,107
Adoree,3476,95
Adoree,176,95
Adoree,952,143
Adoree,947,80
Adoree,1703,287
Adoree,868,147
Adoree,9501,666
Adoree,3479,54
Adoree,2782,95
Adoree,2787,244
Adoree,3475,88
Adoree,3481,59
Adrea,15613,4204
Adrea,4941,849
Adrea,18361,1254
Adrea,-1,1105
Adrea,10454,811
Adrea,-1,2422
Adrea,5697,591
Adrea,5620,1906
Adrea,-1,128
Adrea,17681,256
Adrea,14933,2612
Adrea,18453,1384
Adrea,18014,2232
Adrea,13302,2348
Adrea,3729,1143
Adrea,1214,4256
Adrea,-1,866
Adrea,3915,3026
Adrea,-1,697
Adrea,106,1617
Adrea,1760,1789
Adrea,13881,2616
Adrea,808,3273
Adrea,2265,2382
Adrea,11832,412
Adrea,-1,1685
Adrea,8108,3180
Adrea,-1,2994
Adrea,14579,3665
Adrea,14540,525
Adrea,14505,598
Adrea,11840,2006
Adrea,17427,634
Adriaens,5826,537
Adriaens,-1,4343
Adriaens,-1,4566
Adriaens,-1,4494
Adriaens,16040,4643
Adriaens,5052,1427
Adriaens,6852,2349
Adriaens,15062,1781
Adriaens,17024,4864
Adriaens,2404,2821
Adrianna,333,1801
Adrianna,2498,77
Adrianna,6735,330
Adrianna,386,95
Adrianna,327,169
Adrianna,292,187
Adrianna,1430,232
Adrianna,4811,3471
Adrianna,342,266
Adrianna,1428,2134
Adrianna,13739,468
Adrianna,699,84
Adrianna,378,147
Adrianna,2196,1102
Adrianna,4562,360
Adrianna,7340,72
Adrianna,3073,169
Adrianna,300,863
Adrianna,466,1000
Adrianna,332,111
Adrianna,2020,1568
Adrianna,3545,283
Adrianna,13740,360
Adrianna,13742,144
Adrianna,2082,191
Adrianna,461,808
Adrianna,1458,2113
Adrianna,12865,2675
Adrianna,469,126
Adrianna,543,165
Adrianna,-1,2555
Adrianna,191,101
Adrianna,302,226
Adrianna,498,181
Adrianna,13743,113
Adrianna,528,252
Adrianna,12507,2116
Adrianna,646,1963
Adrianna,288,1406
Adrianna,686,665
Adrianna,13741,239
Adrianna,14237,162
Adrianna,704,444
Adrianna,-1,2270
Adrianna,2548,99
Adrianna,1452,189
Adrianna,3462,104
Adrianne,854,480
Adrianne,3753,259
Adrianne,8080,402
Adrianne,212,198
Adrianne,734,517
Adrianne,324,216
Adrianne,2352,251
Adrianne,2840,263
Adrianne,6348,461
Adrianne,548,270
Adrianne,689,258
Adrianne,-1,428
Adrianne,6354,538
Adrianne,230,221
Adrianne,17418,514
Adrianne,504,490
Adrianne,2941,479
Adrianne,10960,328
Adrianne,683,212
Adrianne,969,194
Adrianne,3252,270
Adrianne,1470,506
Adrianne,2815,294
Adrianne,471,304
Adrianne,10324,210
Adrianne,966,274
Adrianne,1214,302
Adrianne,10322,348
Adrianne,614,443
Adrianne,959,446
Adrianne,226,219
Adrianne,154,481
Adrianne,481,238
Adrianne,1375,312
Adrianne,4179,256
Adrianne,4177,492
Adrianne,159,293
Adrianne,10323,402
Adrianne,1515,508
Adrianne,1377,259
Adrianne,10318,242
Adrianne,229,305
Adrianne,2607,556
Adrianne,1517,344
Adrianne,6249,336
Adrianne,488,400
Adrianne,2479,231
Adrianne,511,422
Adrianne,14284,428
Adrianne,5666,304
Adrianne,1376,314
Adrianne,15911,395
Adrianne,470,334
Adrianne,3845,457
Adriena,362,1219
Adriena,316,230
Adriena,6454,185
Adriena,726,204
Adriena,207,234
Adriena,3753,297
Adriena,1672,282
Adriena,1043,268
Adriena,292,143
Adriena,97,126
Adriena,5079,780
Adriena,475,160
Adriena,1180,167
Adriena,540,148
Adriena,689,218
Adriena,499,133
Adriena,1045,319
Adriena,18553,111
Adriena,504,191
Adriena,11256,490
Adriena,1105,135
Adriena,3074,136
Adriena,430,216
Adriena,1094,907
Adriena,1034,357
Adriena,6194,252
Adriena,209,250
Adriena,234,183
Adriena,1246,216
Adriena,3672,327
Adriena,453,150
Adriena,2785,176
Adriena,1044,154
Adriena,6298,421
Adriena,898,439
Adriena,1231,316
Adriena,18552,285
Adriena,428,266
Adriena,680,606
Adriena,6197,193
Adrienne,9809,1761
Adrienne,-1,1820
Adrienne,15824,83
Adrienne,4973,1045
Adrienne,8224,1695
Adrienne,-1,2144
Adrienne,8113,1638
Adrienne,797,93
Adrienne,10366,2084
Adrienne,8200,1162
Adrienne,15719,1546
Adrienne,-1,308
Adrienne,638,271
Adrienne,-1,1690
Adrienne,11639,467
Adrienne,4,2120
Adrienne,267,2136
Adrienne,1833,1967
Adrienne,-1,2321
Adrienne,7496,1332
Adrienne,-1,1406
Adrienne,15292,2354
Adrienne,-1,1517
Adrienne,10770,1796
Adrienne,12767,392
Adrienne,11588,1232
Adrienne,-1,332
Adrienne,6044,983
Adrienne,14686,1565
Adrienne,10228,2381
Agata,472,82
Agata,53,95
Agata,903,103
Agata,207,220
Agata,333,84
Agata,289,300
Agata,11249,38
Agata,3200,133
Agata,591,76
Agata,324,343
Agata,540,446
Agata,88,101
Agata,3739,87
Agata,15995,154
Agata,1116,209
Agata,256,130
Agata,432,269
Agata,55,82
Agata,89,110
Agata,298,327
Agata,532,299
Agata,538,84
Agata,461,113
Agata,190,807
Agata,209,122
Agata,421,64
Agata,533,62
Agata,1246,226
Agata,173,381
Agata,81,79
Agata,226,112
Agata,1104,123
Agata,3057,115
Agata,2018,81
Agata,701,121
Agata,453,46
Agata,229,205
Agata,1512,503
Agata,424,344
Agata,680,198
Agata,1673,125
Aggy,472,1224
Aggy,246,1689
Aggy,11272,3047
Aggy,207,2360
Aggy,1873,1192
Aggy,5223,19480
Aggy,342,1891
Aggy,65,1995
Aggy,615,1562
Aggy,540,1086
Aggy,2277,1374
Aggy,3749,1078
Aggy,990,12682
Aggy,184,1028
Aggy,2544,1665
Aggy,182,2100
Aggy,604,2659
Aggy,538,1933
Aggy,1047,1412
Aggy,14043,7789
Aggy,3489,1177
Aggy,899,1539
Aggy,222,3083
Aggy,190,5568
Aggy,533,21510
Aggy,498,2011
Aggy,220,2126
Aggy,18541,12212
Aggy,453,1548
Aggy,15648,40
Aggy,898,2712
Aggy,227,4705
Aggy,159,4418
Aggy,1377,1408
Aggy,229,2352
Aggy,1048,2705
Aggy,6231,4390
Aggy,2607,1213
Aggy,3258,3205
Aggy,429,1516
Aggy,424,2868
Aggy,4115,2476
Aggy,10677,2414
Aggy,221,2822
Aggy,9193,2275
Aggy,5095,8007
Agnella,6005,1628
Agnella,17097,1262
Agnella,6682,1695
Agnella,-1,47
Agnella,15634,599
Agnella,8096,1454
Agnella,14297,134
Agnella,9393,1217
Agnella,16795,381
Agnella,-1,891
Agnella,13841,1374
Agnella,9149,1016
Agnella,18730,482
Agnella,-1,554
Agnella,-1,601
Agnella,9409,1176
Agnella,17177,209
Agnella,-1,1621
Agnella,4432,70
Agnella,-1,80
Agnella,-1,993
Agnella,10106,1414
Agnella,16872,1681
Agnella,-1,205
Agnella,-1,1073
Agnella,-1,1668
Agnella,3684,231
Agnella,-1,1306
Agnella,-1,1381
Agnella,16644,660
Agnella,13856,1517
Agnella,5721,1659
Agnella,12763,948
Agnes,-1,3164
Agnes,1601,55
Agnes,800,73
Agnes,-1,4908
Agnes,333,428
Agnes,1603,52
Agnes,289,21516
Agnes,292,217
Agnes,1596,52
Agnes,8104,4077
Agnes,913,138
Agnes,71,162
Agnes,5739,8883
Agnes,1595,59
Agnes,320,47
Agnes,798,264
Agnes,-1,9110
Agnes,1594,77
Agnes,906,144
Agnes,88,43
Agnes,525,187
Agnes,793,321
Agnes,318,1166
Agnes,1591,116
Agnes,1604,35
Agnes,299,254
Agnes,329,113
Agnes,291,274
Agnes,55,96
Agnes,1392,44
Agnes,3965,3603
Agnes,298,98
Agnes,523,1346
Agnes,1600,42
Agnes,67,68
Agnes,538,72
Agnes,1592,146
Agnes,8445,8607
Agnes,5860,2707
Agnes,3239,2653
Agnes,1052,159
Agnes,1589,247
Agnes,1593,75
Agnes,701,286
Agnes,1602,43
Agnes,1590,175
Agnes,535,92
Agnes,1809,10790
Agnes,296,72
Agnes,1597,61
Agnes,1377,51
Agnes,4665,5761
Agretha,10427,144
Agretha,816,379
Agretha,706,473
Agretha,11459,198
Agretha,4189,165
Agretha,5313,338
Agretha,618,746
Agretha,6120,75
Agretha,10693,286
Agretha,3745,1486
Agretha,65,122
Agretha,3740,451
Agretha,5824,1023
Agretha,4828,189
Agretha,492,300
Agretha,182,129
Agretha,1817,183
Agretha,1766,295
Agretha,493,58
Agretha,3097,84
Agretha,11462,64
Agretha,3743,450
Agretha,533,65
Agretha,498,102
Agretha,1513,243
Agretha,808,86
Agretha,11457,310
Agretha,507,781
Agretha,1186,72
Agretha,4201,177
Agretha,11461,113
Agretha,1182,58
Agretha,221,104
Agretha,11177,358
Agretha,11460,188
Agretha,11456,300
Aigneis,2936,596
Aigneis,1464,170
Aigneis,722,313
Aigneis,877,658
Aigneis,253,315
Aigneis,75,2835
Aigneis,65,263
Aigneis,6995,1376
Aigneis,153,1216
Aigneis,72,2483
Aigneis,9625,2207
Aigneis,13353,881
Aigneis,76,219
Aigneis,7291,3481
Aigneis,1014,1437
Aigneis,1892,202
Aigneis,1413,220
Aigneis,1816,351
Aigneis,99,531
Aigneis,68,1068
Aigneis,93,242
Aigneis,441,343
Aigneis,1073,642
Aigneis,1072,398
Aigneis,18715,667
Aigneis,190,384
Aigneis,59,1650
Aigneis,-1,174
Aigneis,2469,313
Aigneis,3302,255
Aigneis,-1,508
Aigneis,220,361
Aigneis,1005,267
Aigneis,180,427
Aigneis,11794,3228
Aigneis,993,5076
Aigneis,95,364
Aigneis,952,2617
Aigneis,85,290
Aigneis,612,422
Aigneis,193,305
Aigneis,159,1526
Aigneis,863,960
Aigneis,511,2927
Aigneis,1013,1780
Aigneis,187,1152
Aigneis,404,3408
Aile,1118,242
Aile,6756,143
Aile,5235,119
Aile,8229,78
Aile,618,213
Aile,1098,578
Aile,4121,1135
Aile,1135,265
Aile,1767,279
Aile,8837,88
Aile,3902,270
Aile,8410,786
Aile,6816,802
Aile,632,72
Aile,7623,89
Aile,8833,1216
Aile,3905,334
Aile,441,63
Aile,454,149
Aile,430,157
Aile,182,381
Aile,8835,762
Aile,3897,326
Aile,538,176
Aile,190,177
Aile,614,39
Aile,163,147
Aile,152,142
Aile,154,1384
Aile,3057,290
Aile,8836,493
Aile,4423,171
Aile,8841,50
Aile,5185,111
Aile,1375,54
Aile,229,196
Aile,428,42
Aile,964,36
Aile,1122,200
Aile,429,39
Ailene,12489,1259
Ailene,6838,931
Ailene,3681,789
Ailene,199,1343
Ailene,-1,0
Ailene,9056,1626
Ailene,13377,690
Ailene,236,381
Ailene,4089,495
Ailene,65,299
Ailene,15679,1608
Ailene,3290,327
Ailene,3945,635
Ailene,13376,771
Ailene,225,525
Ailene,969,891
Ailene,182,439
Ailene,432,836
Ailene,517,486
Ailene,2535,468
Ailene,17514,385
Ailene,1470,448
Ailene,377,502
Ailene,2815,848
Ailene,222,473
Ailene,190,1886
Ailene,233,747
Ailene,-1,1809
Ailene,173,573
Ailene,3084,312
Ailene,453,622
Ailene,1375,814
Ailene,9648,602
Ailene,3273,868
Ailene,1515,549
Ailene,7663,413
Ailene,6391,378
Ailene,5030,343
Ailene,3258,485
Ailene,1988,512
Ailene,7081,1838
Ailene,1995,108
Ailene,3475,480
Ailene,1019,1892
Ailene,425,431
Ailene,11244,357
Ailey,1789,3546
Ailey,-1,27507
Ailey,1348,3210
Ailey,726,2105
Ailey,1369,8523
Ailey,957,5662
Ailey,2738,2807
Ailey,2737,4086
Ailey,923,4713
Ailey,2740,2343
Ailey,592,20115
Ailey,1103,2098
Ailey,2038,12207
Ailey,174,4892
Ailey,917,16513
Ailey,1992,3145
Ailey,517,3038
Ailey,2746,2807
Ailey,918,2730
Ailey,1535,13700
Ailey,707,62286
Ailey,1360,1707
Ailey,2741,3195
Ailey,2734,17852
Ailey,234,1161
Ailey,460,2913
Ailey,724,3658
Ailey,843,3449
Ailey,2745,2037
Ailey,1353,2339
Ailey,1274,2280
Ailey,841,5490
Ailey,198,3418
Ailey,1406,12160
Ailey,1099,2969
Ailey,2379,2634
Ailey,2747,2459
Ailey,2748,1448
Ailey,2704,9987
Ailina,3732,43
Ailina,316,54
Ailina,207,54
Ailina,16050,41
Ailina,3200,108
Ailina,56,88
Ailina,599,43
Ailina,217,122
Ailina,4732,70
Ailina,1090,75
Ailina,539,44
Ailina,1383,54
Ailina,1116,1759
Ailina,1799,55
Ailina,225,35
Ailina,6869,58
Ailina,6724,114
Ailina,683,41
Ailina,228,59
Ailina,432,83
Ailina,89,80
Ailina,1062,41
Ailina,67,80
Ailina,1047,41
Ailina,1632,106
Ailina,469,52
Ailina,234,42
Ailina,173,1481
Ailina,16049,82
Ailina,1104,41
Ailina,220,1069
Ailina,453,51
Ailina,1044,69
Ailina,227,64
Ailina,9501,404
Ailina,436,46
Ailina,424,58
Ailina,425,237
Ainsley,1934,3144
Ainsley,3491,248
Ainsley,301,352
Ainsley,1463,3054
Ainsley,1601,125
Ainsley,11452,216
Ainsley,4767,584
Ainsley,1455,523
Ainsley,306,1549
Ainsley,289,232
Ainsley,1042,558
Ainsley,292,9955
Ainsley,97,421
Ainsley,475,3065
Ainsley,2024,467
Ainsley,1379,445
Ainsley,11890,117
Ainsley,7340,241
Ainsley,329,774
Ainsley,300,3619
Ainsley,291,702
Ainsley,55,1278
Ainsley,89,284
Ainsley,346,778
Ainsley,3795,156
Ainsley,11889,505
Ainsley,691,112
Ainsley,302,10620
Ainsley,1052,279
Ainsley,959,500
Ainsley,288,6885
Ainsley,155,2956
Ainsley,2521,183
Ainsley,180,637
Ainsley,701,917
Ainsley,1805,1075
Ainsley,5000,374
Ainsley,-1,6564
Ainsley,349,137
Ainsley,258,1284
Ainslie,10759,120
Ainslie,732,247
Ainslie,585,188
Ainslie,-1,488
Ainslie,10765,88
Ainslie,599,385
Ainslie,4194,107
Ainslie,1878,153
Ainslie,10743,205
Ainslie,10747,208
Ainslie,4807,93
Ainslie,-1,109
Ainslie,1513,335
Ainslie,10767,73
Ainslie,14756,155
Ainslie,10753,145
Ainslie,1083,183
Ainslie,1504,676
Ainslie,10756,98
Ainslie,10761,126
Ainslie,10751,143
Ainslie,10758,128
Ainslie,3430,275
Ainslie,159,181
Ainslie,10764,81
Ainslie,554,508
Ainslie,10762,128
Ainslie,10750,153
Ainslie,14662,38
Ainslie,10766,118
Ainslie,10754,106
Ainslie,735,193
Ainslie,1807,114
Ainslie,4809,118
Ainslie,10748,135
Ainslie,10749,177
Ainslie,10744,290
Ainslie,10745,145
Ainslie,852,121
Ainslie,10755,124
Ainslie,863,176
